"","card","rankCategory","trump","numSuitInHand","tricksToWin0","tricksToWin1","tricksToWin2","tricksToWin3","tricksLeft"
"1284","9D","mediumhigh",FALSE,1,1,2,0,2,6
"1285","8C","mediumhigh",TRUE,1,0,2,0,2,5
"1286","6S","mediumlow",FALSE,2,-1,2,0,2,4
"1287","9H","mediumhigh",TRUE,2,2,0,6,3,10
"1288","9C","mediumhigh",FALSE,3,1,0,5,2,7
"1289","3D","low",FALSE,2,0,0,3,2,4
"1290","4H","low",FALSE,5,1,3,4,4,10
"1291","5H","low",FALSE,4,0,2,2,3,5
"1292","AH","veryhigh",TRUE,2,2,4,2,1,10
"1293","TD","high",FALSE,4,1,4,2,1,9
"1294","3D","low",FALSE,3,0,4,1,-1,5
"1295","6D","mediumlow",FALSE,1,3,2,0,7,10
"1296","JC","high",FALSE,1,2,2,0,6,8
"1297","3S","low",FALSE,5,1,1,0,6,6
"1298","2S","low",FALSE,4,0,1,-1,6,4
"1299","KH","veryhigh",FALSE,5,3,1,4,1,10
"1300","KS","veryhigh",FALSE,4,2,1,4,1,9
"1301","2S","low",FALSE,3,1,1,4,1,8
"1302","JD","high",TRUE,3,2,1,3,6,10
"1303","3S","low",FALSE,1,1,1,3,4,7
"1304","5H","low",FALSE,1,0,-1,2,3,2
"1305","KC","veryhigh",TRUE,2,4,0,4,1,10
"1306","KS","veryhigh",FALSE,2,3,0,2,1,7
"1307","AD","veryhigh",FALSE,2,2,0,2,1,6
"1308","2D","low",FALSE,1,1,0,2,1,5
"1309","JH","high",FALSE,1,0,0,0,1,2
"1310","AD","veryhigh",FALSE,4,2,3,3,1,10
"1311","8S","mediumhigh",FALSE,3,1,3,3,1,9
"1312","7C","mediumlow",FALSE,2,2,4,1,4,10
"1313","3S","low",FALSE,5,1,4,1,3,8
"1314","QS","high",FALSE,1,0,2,1,0,2
"1315","4D","low",FALSE,3,5,2,0,2,10
"1316","QH","high",TRUE,5,4,0,-2,2,5
"1317","8H","mediumhigh",TRUE,3,3,-1,-2,2,3
"1318","9H","mediumhigh",TRUE,2,2,-1,-2,2,2
"1319","JH","high",FALSE,4,2,1,3,3,10
"1320","6S","mediumlow",FALSE,1,1,1,2,3,8
"1321","3H","low",FALSE,3,0,1,1,3,6
"1322","9H","mediumhigh",FALSE,2,-1,-1,0,3,2
"1323","6S","mediumlow",FALSE,4,1,1,5,4,10
"1324","3D","low",FALSE,2,0,1,5,3,8
"1325","KS","veryhigh",FALSE,3,3,4,2,0,10
"1326","8S","mediumhigh",FALSE,2,2,4,2,0,9
"1327","QS","high",TRUE,2,3,4,1,3,10
"1328","JC","high",FALSE,3,2,4,0,2,7
"1329","2S","low",FALSE,4,2,2,3,2,10
"1330","QH","high",FALSE,2,1,1,2,2,7
"1331","8C","mediumhigh",TRUE,1,0,1,2,2,6
"1332","QD","high",FALSE,4,4,2,2,3,10
"1333","TS","high",TRUE,4,3,2,2,3,9
"1334","TC","high",FALSE,2,2,2,2,3,8
"1335","6S","mediumlow",TRUE,3,1,2,2,3,7
"1336","2S","low",TRUE,1,0,2,2,1,4
"1337","8S","mediumhigh",FALSE,3,2,2,3,2,10
"1338","2S","low",FALSE,1,1,0,0,2,4
"1339","AC","veryhigh",FALSE,3,2,3,4,0,10
"1340","TH","high",FALSE,3,1,3,4,0,9
"1341","7S","mediumlow",FALSE,3,0,2,7,0,10
"1342","4H","low",FALSE,5,-1,1,6,-1,6
"1343","TH","high",FALSE,4,2,2,4,3,10
"1344","TS","high",TRUE,2,1,2,4,3,9
"1345","4S","low",TRUE,1,0,2,4,2,7
"1346","8D","mediumhigh",FALSE,2,1,6,2,0,10
"1347","9S","mediumhigh",FALSE,2,1,3,4,3,10
"1348","4C","low",TRUE,2,0,3,4,3,9
"1349","AS","veryhigh",FALSE,4,3,3,1,4,10
"1350","3C","low",TRUE,3,2,3,1,4,9
"1351","2D","low",FALSE,1,1,2,1,4,7
"1352","9D","mediumhigh",FALSE,3,5,2,0,4,10
"1353","JD","high",FALSE,2,4,2,0,3,8
"1354","AS","veryhigh",TRUE,3,3,1,0,3,6
"1355","QD","high",FALSE,1,2,1,0,3,5
"1356","5C","low",FALSE,2,1,1,0,2,3
"1357","KS","veryhigh",FALSE,2,4,2,2,1,10
"1358","7C","mediumlow",TRUE,3,3,2,2,1,9
"1359","KD","veryhigh",FALSE,4,2,-1,2,1,5
"1360","AD","veryhigh",FALSE,3,1,-1,2,1,4
"1361","2C","low",TRUE,1,0,-1,2,1,3
"1362","AC","veryhigh",FALSE,3,4,2,1,2,10
"1363","KD","veryhigh",FALSE,3,3,2,1,2,9
"1364","KC","veryhigh",FALSE,2,2,0,1,1,5
"1365","7D","mediumlow",FALSE,1,1,0,0,1,3
"1366","9C","mediumhigh",FALSE,1,0,0,0,1,2
"1367","KS","veryhigh",FALSE,4,4,3,1,0,10
"1368","AS","veryhigh",FALSE,3,3,3,1,0,9
"1369","7S","mediumlow",FALSE,2,2,2,1,-1,6
"1370","3H","low",TRUE,2,1,2,0,-2,3
"1371","6H","mediumlow",TRUE,4,2,1,4,4,10
"1372","3D","low",FALSE,2,1,1,2,2,5
"1373","4S","low",FALSE,1,0,0,2,1,2
"1374","8D","mediumhigh",TRUE,2,3,2,4,0,10
"1375","8H","mediumhigh",FALSE,2,2,2,3,-1,7
"1376","5C","low",FALSE,3,1,2,3,-2,5
"1377","2C","low",FALSE,2,0,2,2,-2,3
"1378","AD","veryhigh",FALSE,4,3,2,2,1,10
"1379","TS","high",FALSE,2,2,2,2,1,9
"1380","KH","veryhigh",TRUE,1,1,0,2,-2,3
"1381","3D","low",FALSE,2,0,0,2,-2,2
"1382","AS","veryhigh",FALSE,5,2,4,2,1,10
"1383","8C","mediumhigh",FALSE,2,1,4,2,1,9
"1384","3S","low",FALSE,3,0,4,1,0,6
"1385","TC","high",FALSE,4,2,5,0,5,10
"1386","QD","high",FALSE,4,1,4,0,5,8
"1387","2C","low",FALSE,3,0,2,0,4,4
"1388","AS","veryhigh",FALSE,3,3,3,1,2,10
"1389","4D","low",TRUE,4,2,3,1,2,9
"1390","6D","mediumlow",TRUE,2,1,2,-1,0,3
"1391","3H","low",FALSE,1,2,3,2,4,10
"1392","5C","low",FALSE,1,1,2,2,3,7
"1393","6D","mediumlow",FALSE,3,0,2,1,1,3
"1394","JD","high",FALSE,2,1,1,3,7,10
"1395","2H","low",FALSE,2,0,1,2,3,4
"1396","5D","low",TRUE,4,3,4,1,1,10
"1397","3D","low",TRUE,3,2,1,1,1,6
"1398","KC","veryhigh",FALSE,6,2,3,1,6,10
"1399","JC","high",FALSE,5,1,2,1,6,8
"1400","4H","low",TRUE,1,0,1,1,6,6
"1401","JD","high",TRUE,2,3,0,2,7,10
"1402","KC","veryhigh",FALSE,3,2,0,2,7,9
"1403","3S","low",FALSE,2,1,0,2,7,8
"1404","8H","mediumhigh",FALSE,1,0,-2,0,6,2
"1405","JD","high",FALSE,6,3,3,2,4,10
"1406","8D","mediumhigh",FALSE,3,2,2,1,2,5
"1407","QD","high",FALSE,2,1,2,1,2,4
"1408","7S","mediumlow",TRUE,2,0,2,1,2,3
"1409","AD","veryhigh",TRUE,4,4,1,1,5,10
"1410","AH","veryhigh",FALSE,4,3,1,1,5,9
"1411","9C","mediumhigh",FALSE,1,2,1,1,5,8
"1412","3D","low",TRUE,2,1,0,-2,4,2
"1413","JS","high",FALSE,5,3,2,1,3,10
"1414","JH","high",FALSE,2,2,2,1,3,9
"1415","9C","mediumhigh",TRUE,2,1,2,0,2,6
"1416","TC","high",TRUE,1,0,2,0,2,5
"1417","KC","veryhigh",FALSE,5,4,4,1,2,10
"1418","TS","high",FALSE,2,3,4,1,2,9
"1419","QH","high",TRUE,3,2,3,1,1,6
"1420","AH","veryhigh",FALSE,3,5,1,2,3,10
"1421","TC","high",TRUE,3,4,1,2,3,9
"1422","3D","low",FALSE,3,3,1,2,3,8
"1423","8H","mediumhigh",FALSE,2,2,0,2,3,6
"1424","5H","low",FALSE,1,1,0,1,3,4
"1425","6D","mediumlow",FALSE,2,0,0,0,3,2
"1426","4D","low",FALSE,6,1,3,5,2,10
"1427","9D","mediumhigh",FALSE,5,0,3,4,1,7
"1428","9H","mediumhigh",FALSE,5,1,4,4,0,10
"1429","5C","low",FALSE,3,0,4,3,0,8
"1430","2D","low",TRUE,1,-1,3,1,0,4
"1431","TD","high",FALSE,2,2,2,4,1,10
"1432","9D","mediumhigh",FALSE,1,1,2,4,1,9
"1433","6C","mediumlow",TRUE,1,0,0,0,1,2
"1434","2C","low",FALSE,4,1,7,1,2,10
"1435","4H","low",FALSE,3,2,2,3,4,10
"1436","5D","low",TRUE,2,1,0,1,2,3
"1437","9D","mediumhigh",FALSE,2,2,2,5,0,10
"1438","3H","low",TRUE,2,1,1,4,-3,4
"1439","4S","low",FALSE,2,4,2,2,3,10
"1440","QD","high",FALSE,4,3,2,2,2,8
"1441","JC","high",TRUE,3,2,2,2,2,7
"1442","2H","low",FALSE,1,1,2,2,2,6
"1443","QC","high",TRUE,2,0,2,2,1,4
"1444","KD","veryhigh",FALSE,2,3,2,4,2,10
"1445","8H","mediumhigh",FALSE,3,2,2,0,1,4
"1446","7H","mediumlow",FALSE,2,1,2,-1,1,2
"1447","AD","veryhigh",FALSE,4,2,4,1,2,10
"1448","9C","mediumhigh",FALSE,4,1,4,1,2,9
"1449","4C","low",FALSE,3,0,4,1,2,8
"1450","3S","low",FALSE,3,2,3,3,1,10
"1451","JD","high",FALSE,2,1,1,1,0,4
"1452","QH","high",FALSE,5,2,3,3,3,10
"1453","AC","veryhigh",FALSE,3,1,3,3,3,9
"1454","5H","low",FALSE,4,0,3,3,3,8
"1455","2D","low",FALSE,1,-1,3,3,3,7
"1456","3H","low",FALSE,2,1,1,8,1,10
"1457","AS","veryhigh",FALSE,4,3,2,2,4,10
"1458","KC","veryhigh",FALSE,2,2,2,2,4,9
"1459","JS","high",FALSE,3,1,1,2,2,5
"1460","AC","veryhigh",TRUE,3,3,3,3,0,10
"1461","8H","mediumhigh",FALSE,1,2,3,3,0,9
"1462","5C","low",TRUE,2,1,3,3,0,8
"1463","3D","low",FALSE,1,0,2,1,0,4
"1464","4C","low",FALSE,4,2,5,2,0,10
"1465","9D","mediumhigh",FALSE,1,1,3,1,-1,5
"1466","4H","low",TRUE,1,0,3,0,-1,3
"1467","5S","low",FALSE,5,1,3,3,2,10
"1468","7S","mediumlow",FALSE,4,0,3,2,2,8
"1469","5S","low",FALSE,2,2,4,1,2,10
"1470","9D","mediumhigh",TRUE,3,1,4,-1,0,5
"1471","JD","high",FALSE,3,4,2,3,0,10
"1472","6C","mediumlow",FALSE,1,3,2,1,0,7
"1473","2D","low",FALSE,1,2,0,1,-1,3
"1474","KD","veryhigh",FALSE,5,4,3,2,2,10
"1475","AC","veryhigh",FALSE,2,3,3,2,2,9
"1476","KC","veryhigh",FALSE,1,2,2,1,2,6
"1477","3D","low",FALSE,4,1,2,1,2,5
"1478","QC","high",FALSE,3,2,3,3,1,10
"1479","9C","mediumhigh",FALSE,2,1,3,2,0,7
"1480","7D","mediumlow",FALSE,5,2,1,3,5,10
"1481","2S","low",FALSE,3,1,0,3,4,7
"1482","5S","low",FALSE,2,0,0,3,2,4
"1483","5H","low",TRUE,3,4,1,1,5,10
"1484","3C","low",FALSE,3,3,0,1,5,8
"1485","JD","high",FALSE,3,2,0,1,4,6
"1486","7D","mediumlow",FALSE,2,1,0,1,4,5
"1487","5C","low",FALSE,2,0,0,0,4,3
"1488","TD","high",FALSE,2,1,4,2,5,10
"1489","4S","low",TRUE,1,0,1,1,4,4
"1490","2H","low",FALSE,4,1,3,3,4,10
"1491","4H","low",FALSE,3,0,3,2,4,8
"1492","8C","mediumhigh",FALSE,4,-1,2,2,4,6
"1493","6H","mediumlow",TRUE,3,5,3,0,1,10
"1494","KS","veryhigh",FALSE,4,4,2,0,1,8
"1495","AS","veryhigh",FALSE,3,3,2,0,1,7
"1496","3S","low",FALSE,2,2,2,0,1,6
"1497","7D","mediumlow",FALSE,1,1,1,0,1,4
"1498","5H","low",FALSE,3,1,1,5,4,10
"1499","6H","mediumlow",FALSE,2,0,1,3,3,6
"1500","AC","veryhigh",FALSE,4,3,1,5,0,10
"1501","AD","veryhigh",FALSE,3,2,1,5,0,9
"1502","4S","low",FALSE,1,1,1,5,0,8
"1503","5C","low",FALSE,3,0,1,3,0,5
"1504","KC","veryhigh",FALSE,3,2,2,3,4,10
"1505","7S","mediumlow",FALSE,5,1,2,3,4,9
"1506","4S","low",FALSE,4,0,2,3,2,6
"1507","AD","veryhigh",TRUE,3,4,3,0,4,10
"1508","AH","veryhigh",FALSE,3,3,3,0,4,9
"1509","4C","low",FALSE,3,2,3,0,4,8
"1510","9D","mediumhigh",TRUE,2,1,3,0,3,6
"1511","2H","low",FALSE,2,0,1,0,2,2
"1512","AS","veryhigh",FALSE,4,3,2,3,4,10
"1513","KC","veryhigh",FALSE,4,2,2,3,4,9
"1514","AC","veryhigh",FALSE,3,1,2,3,4,8
"1515","AH","veryhigh",FALSE,4,4,2,3,0,10
"1516","8H","mediumhigh",FALSE,3,3,2,3,0,9
"1517","7H","mediumlow",FALSE,2,2,2,3,0,8
"1518","2C","low",FALSE,3,1,2,2,0,6
"1519","4C","low",FALSE,2,0,1,2,0,4
"1520","2D","low",FALSE,4,1,3,2,5,10
"1521","7H","mediumlow",FALSE,2,0,3,0,3,5
"1522","8C","mediumhigh",FALSE,3,4,2,1,2,10
"1523","KH","veryhigh",FALSE,5,3,1,1,2,8
"1524","8H","mediumhigh",FALSE,4,2,1,1,2,7
"1525","7C","mediumlow",FALSE,1,1,1,1,1,5
"1526","9H","mediumhigh",FALSE,3,0,1,1,1,4
"1527","TH","high",FALSE,2,-1,1,1,0,2
"1528","7H","mediumlow",TRUE,3,1,4,1,6,10
"1529","8H","mediumhigh",TRUE,1,0,3,0,3,4
"1530","7C","mediumlow",FALSE,3,2,4,3,0,10
"1531","7S","mediumlow",FALSE,3,1,3,3,-1,7
"1532","4D","low",FALSE,1,0,3,2,-2,4
"1533","KC","veryhigh",FALSE,6,1,6,3,1,10
"1534","3C","low",FALSE,5,0,6,3,1,9
"1535","7S","mediumlow",TRUE,3,2,3,2,1,10
"1536","3S","low",TRUE,2,1,2,1,1,7
"1537","TC","high",FALSE,2,0,1,1,1,5
"1538","2C","low",FALSE,1,-1,0,0,1,2
"1539","7S","mediumlow",FALSE,4,0,3,7,1,10
"1540","9H","mediumhigh",FALSE,4,1,5,2,1,10
"1541","7C","mediumlow",FALSE,1,0,3,0,1,5
"1542","AC","veryhigh",FALSE,3,5,1,2,1,10
"1543","AH","veryhigh",TRUE,3,4,1,2,1,9
"1544","KD","veryhigh",FALSE,3,3,1,2,1,8
"1545","4C","low",FALSE,2,2,-1,1,0,3
"1546","9D","mediumhigh",FALSE,4,4,0,3,4,10
"1547","JD","high",FALSE,3,3,0,3,3,8
"1548","QS","high",TRUE,2,2,-1,1,3,4
"1549","6D","mediumlow",FALSE,2,1,-1,1,3,3
"1550","3D","low",FALSE,4,1,2,3,5,10
"1551","TS","high",FALSE,1,0,0,1,5,5
"1552","8D","mediumhigh",FALSE,3,-1,-1,1,5,3
"1553","6C","mediumlow",FALSE,4,5,0,1,5,10
"1554","4D","low",TRUE,3,4,0,0,5,8
"1555","TC","high",FALSE,2,3,-1,-1,5,5
"1556","AS","veryhigh",FALSE,1,2,-1,-1,5,4
"1557","5D","low",TRUE,2,1,-1,-1,5,3
"1558","KD","veryhigh",FALSE,3,2,3,1,5,10
"1559","TS","high",TRUE,1,1,2,0,5,7
"1560","AD","veryhigh",FALSE,4,2,4,2,1,10
"1561","TD","high",FALSE,3,1,4,2,1,9
"1562","TD","high",FALSE,3,1,5,1,4,10
"1563","QH","high",TRUE,1,0,3,1,1,4
"1564","TC","high",FALSE,2,-1,3,1,1,3
"1565","7C","mediumlow",FALSE,2,3,2,5,1,10
"1566","JS","high",TRUE,3,2,2,4,0,7
"1567","AC","veryhigh",FALSE,7,1,4,0,6,10
"1568","5C","low",FALSE,6,0,4,0,6,9
"1569","7S","mediumlow",FALSE,4,6,0,2,1,10
"1570","9S","mediumhigh",FALSE,3,5,-1,1,1,7
"1571","3S","low",FALSE,2,4,-1,1,1,6
"1572","JD","high",TRUE,2,3,-1,-1,0,2
"1573","4H","low",FALSE,2,1,3,6,1,10
"1574","2S","low",FALSE,2,0,0,4,1,4
"1575","AC","veryhigh",FALSE,3,3,3,3,0,10
"1576","5H","low",TRUE,3,2,3,3,0,9
"1577","2C","low",FALSE,1,1,0,1,-1,2
"1578","AD","veryhigh",FALSE,3,3,2,2,4,10
"1579","3C","low",TRUE,3,2,2,2,4,9
"1580","JS","high",FALSE,1,1,1,1,1,3
"1581","7D","mediumlow",FALSE,1,0,1,1,1,2
"1582","6C","mediumlow",FALSE,2,2,3,3,1,10
"1583","3C","low",FALSE,1,1,3,2,1,8
"1584","5D","low",FALSE,2,0,2,1,-2,2
"1585","8D","mediumhigh",TRUE,5,3,1,3,5,10
"1586","KD","veryhigh",TRUE,2,2,0,0,2,2
"1587","QS","high",FALSE,4,2,1,6,0,10
"1588","8S","mediumhigh",FALSE,2,1,1,4,-1,6
"1589","5D","low",FALSE,3,0,1,3,-1,4
"1590","3S","low",FALSE,2,2,2,4,3,10
"1591","7S","mediumlow",FALSE,1,1,0,2,0,2
"1592","6C","mediumlow",FALSE,4,2,4,1,2,10
"1593","2S","low",TRUE,2,1,0,1,1,4
"1594","7D","mediumlow",FALSE,1,0,0,0,1,2
"1595","6S","mediumlow",TRUE,4,3,3,1,4,10
"1596","7S","mediumlow",TRUE,1,2,0,1,0,2
"1597","7C","mediumlow",FALSE,5,1,3,1,6,10
"1598","6S","mediumlow",FALSE,1,0,3,0,6,8
"1599","AD","veryhigh",TRUE,3,3,4,0,4,10
"1600","TC","high",FALSE,3,2,4,0,4,9
"1601","AC","veryhigh",FALSE,2,1,3,-1,1,3
"1602","3D","low",TRUE,1,0,3,-1,1,2
"1603","QS","high",TRUE,2,3,0,6,2,10
"1604","AD","veryhigh",FALSE,6,2,-1,5,1,6
"1605","QD","high",FALSE,5,1,-1,5,1,5
"1606","QS","high",FALSE,3,1,3,3,5,10
"1607","2S","low",FALSE,3,2,4,3,2,10
"1608","4D","low",TRUE,2,1,1,3,0,4
"1609","6S","mediumlow",FALSE,1,0,0,3,0,2
"1610","TH","high",FALSE,2,2,4,2,3,10
"1611","KS","veryhigh",FALSE,6,1,4,1,3,8
"1612","7D","mediumlow",FALSE,1,2,6,2,1,10
"1613","7S","mediumlow",TRUE,3,1,6,2,1,9
"1614","3S","low",TRUE,1,0,4,0,0,3
"1615","5S","low",FALSE,4,1,1,4,6,10
"1616","8S","mediumhigh",FALSE,3,0,1,4,5,8
"1617","5C","low",TRUE,1,-1,0,2,3,2
"1618","KH","veryhigh",FALSE,3,2,3,3,1,10
"1619","QD","high",TRUE,2,1,3,3,1,9
"1620","2D","low",TRUE,1,0,3,3,1,8
"1621","3H","low",FALSE,4,3,2,3,0,10
"1622","4H","low",FALSE,2,2,0,3,-1,6
"1623","4C","low",FALSE,1,1,-1,3,-1,4
"1624","3D","low",TRUE,1,0,-1,2,-1,2
"1625","5H","low",FALSE,1,2,2,5,0,10
"1626","2S","low",FALSE,4,1,1,4,0,7
"1627","7D","mediumlow",TRUE,1,0,1,2,0,4
"1628","QS","high",TRUE,2,4,3,0,4,10
"1629","8H","mediumhigh",FALSE,4,3,3,0,3,8
"1630","QC","high",FALSE,1,2,3,0,3,7
"1631","TS","high",TRUE,1,1,3,0,3,6
"1632","9H","mediumhigh",FALSE,3,0,3,0,3,5
"1633","6C","mediumlow",TRUE,2,2,3,1,5,10
"1634","AS","veryhigh",FALSE,2,1,2,1,5,8
"1635","6D","mediumlow",FALSE,4,0,2,1,5,7
"1636","8C","mediumhigh",TRUE,1,-1,2,1,5,6
"1637","2H","low",FALSE,4,5,2,2,0,10
"1638","4C","low",TRUE,2,4,2,2,-1,8
"1639","4H","low",FALSE,2,3,1,-1,-1,3
"1640","KH","veryhigh",FALSE,1,2,2,5,0,10
"1641","JS","high",FALSE,4,1,2,5,0,9
"1642","5C","low",TRUE,1,0,2,5,-1,7
"1643","AC","veryhigh",FALSE,3,3,5,2,1,10
"1644","3S","low",FALSE,2,2,5,2,1,9
"1645","9H","mediumhigh",FALSE,1,1,3,0,0,3
"1646","QS","high",FALSE,5,5,0,2,4,10
"1647","KD","veryhigh",FALSE,1,4,0,2,4,9
"1648","5S","low",FALSE,4,3,0,2,4,8
"1649","TS","high",FALSE,3,2,-1,2,3,5
"1650","TC","high",TRUE,2,1,-1,2,3,4
"1651","KC","veryhigh",TRUE,1,0,-1,2,3,3
"1652","KS","veryhigh",FALSE,2,-1,-1,2,3,2
"1653","6C","mediumlow",FALSE,3,2,4,2,4,10
"1654","TS","high",FALSE,4,1,3,1,3,6
"1655","9H","mediumhigh",TRUE,1,0,3,1,3,5
"1656","8C","mediumhigh",FALSE,1,3,1,4,1,10
"1657","2H","low",FALSE,1,2,-2,3,1,5
"1658","9S","mediumhigh",FALSE,1,1,-3,3,1,3
"1659","6S","mediumlow",FALSE,3,2,1,2,6,10
"1660","5C","low",FALSE,1,1,-1,2,4,5
"1661","2S","low",FALSE,2,0,-2,1,4,2
"1662","KH","veryhigh",FALSE,2,2,4,2,3,10
"1663","AD","veryhigh",FALSE,3,1,4,2,3,9
"1664","8S","mediumhigh",FALSE,4,0,4,2,3,8
"1665","2H","low",FALSE,3,5,2,0,2,10
"1666","KH","veryhigh",FALSE,2,4,0,-1,1,5
"1667","TH","high",FALSE,1,3,0,-1,1,4
"1668","KD","veryhigh",TRUE,2,2,0,-2,1,2
"1669","2S","low",FALSE,4,3,3,2,1,10
"1670","QS","high",FALSE,2,2,2,2,-1,6
"1671","TH","high",FALSE,1,1,2,2,-1,5
"1672","9C","mediumhigh",FALSE,2,0,1,1,-1,2
"1673","7S","mediumlow",TRUE,5,3,2,4,2,10
"1674","2S","low",TRUE,3,2,1,0,1,3
"1675","AC","veryhigh",FALSE,2,3,4,1,0,10
"1676","6D","mediumlow",FALSE,4,2,4,1,0,9
"1677","2S","low",TRUE,3,1,4,1,0,8
"1678","3S","low",TRUE,2,0,4,-2,0,4
"1679","KC","veryhigh",FALSE,6,2,5,2,0,10
"1680","TH","high",FALSE,1,1,5,2,0,9
"1681","2C","low",FALSE,5,0,5,0,-1,5
"1682","2S","low",TRUE,2,2,3,3,1,10
"1683","8H","mediumhigh",FALSE,4,1,3,3,0,8
"1684","5H","low",FALSE,2,0,0,1,0,2
"1685","3S","low",TRUE,4,3,4,2,0,10
"1686","TC","high",FALSE,3,2,4,1,0,8
"1687","KS","veryhigh",FALSE,3,2,3,4,0,10
"1688","8D","mediumhigh",FALSE,5,1,3,4,0,9
"1689","7D","mediumlow",FALSE,4,0,2,3,0,6
"1690","6H","mediumlow",FALSE,3,2,4,3,0,10
"1691","5C","low",FALSE,1,1,3,1,-1,5
"1692","3S","low",FALSE,3,2,4,0,6,10
"1693","2C","low",FALSE,4,3,2,4,0,10
"1694","8C","mediumhigh",FALSE,3,2,2,1,-2,4
"1695","6C","mediumlow",FALSE,2,1,1,1,-2,2
"1696","TH","high",FALSE,2,2,2,2,3,10
"1697","6C","mediumlow",FALSE,1,1,-1,0,3,4
"1698","JS","high",FALSE,2,0,-1,0,2,2
"1699","3C","low",TRUE,4,4,1,1,5,10
"1700","4C","low",TRUE,3,3,1,1,3,7
"1701","AC","veryhigh",TRUE,2,2,-1,1,3,4
"1702","QC","high",TRUE,1,1,-1,1,3,3
"1703","6D","mediumlow",FALSE,2,0,-1,1,3,2
"1704","8H","mediumhigh",TRUE,4,3,0,2,7,10
"1705","QD","high",FALSE,3,2,0,2,6,8
"1706","2H","low",TRUE,2,1,0,2,6,7
"1707","2D","low",FALSE,2,0,0,2,4,4
"1708","6H","mediumlow",TRUE,3,1,5,2,1,10
"1709","2C","low",FALSE,1,0,3,0,-2,2
"1710","9S","mediumhigh",FALSE,4,2,3,1,5,10
"1711","7S","mediumlow",FALSE,4,0,5,5,1,10
"1712","AS","veryhigh",TRUE,3,3,3,0,5,10
"1713","QH","high",FALSE,3,2,3,0,5,9
"1714","KC","veryhigh",FALSE,4,1,2,0,5,7
"1715","6S","mediumlow",TRUE,1,0,2,0,5,6
"1716","AD","veryhigh",FALSE,4,3,4,1,3,10
"1717","QD","high",FALSE,3,2,4,1,3,9
"1718","3S","low",FALSE,4,1,4,1,3,8
"1719","6C","mediumlow",TRUE,1,0,3,1,3,6
"1720","AD","veryhigh",FALSE,2,4,1,5,1,10
"1721","KC","veryhigh",FALSE,4,3,1,5,1,9
"1722","4H","low",TRUE,3,2,1,5,1,8
"1723","2S","low",FALSE,1,1,0,5,1,6
"1724","6C","mediumlow",FALSE,2,0,0,5,0,4
"1725","8C","mediumhigh",FALSE,1,-1,0,4,0,2
"1726","AD","veryhigh",FALSE,4,3,2,3,3,10
"1727","AH","veryhigh",FALSE,3,2,2,3,3,9
"1728","KD","veryhigh",FALSE,3,4,2,1,2,10
"1729","3D","low",FALSE,2,3,1,1,2,8
"1730","JS","high",TRUE,2,2,0,1,2,6
"1731","2C","low",FALSE,2,2,4,3,2,10
"1732","QS","high",FALSE,3,1,2,2,2,6
"1733","2S","low",FALSE,1,0,1,1,1,2
"1734","AH","veryhigh",FALSE,5,2,2,2,6,10
"1735","3S","low",FALSE,4,1,2,2,6,9
"1736","5S","low",FALSE,3,0,1,2,6,7
"1737","AD","veryhigh",FALSE,4,4,1,3,3,10
"1738","AC","veryhigh",FALSE,3,3,1,3,3,9
"1739","QD","high",FALSE,3,2,1,3,3,8
"1740","7C","mediumlow",FALSE,1,1,1,2,3,6
"1741","4S","low",TRUE,1,0,-1,2,3,3
"1742","6S","mediumlow",FALSE,4,3,3,2,1,10
"1743","AH","veryhigh",TRUE,2,2,2,0,-1,4
"1744","4S","low",FALSE,2,1,2,0,-1,3
"1745","AD","veryhigh",FALSE,4,4,1,2,4,10
"1746","8C","mediumhigh",FALSE,1,3,1,2,4,9
"1747","JD","high",FALSE,3,2,1,2,3,7
"1748","5D","low",FALSE,2,1,1,2,3,6
"1749","7H","mediumlow",FALSE,1,0,0,2,1,2
"1750","AC","veryhigh",FALSE,6,2,1,5,3,10
"1751","8D","mediumhigh",FALSE,3,0,5,5,1,10
"1752","8H","mediumhigh",FALSE,3,2,2,4,1,10
"1753","JC","high",FALSE,2,1,2,4,0,8
"1754","KS","veryhigh",TRUE,2,0,1,4,-1,5
"1755","KD","veryhigh",FALSE,2,-1,1,4,-1,4
"1756","AC","veryhigh",FALSE,4,2,4,3,0,10
"1757","AS","veryhigh",FALSE,3,1,4,3,0,9
"1758","2C","low",FALSE,3,0,4,3,0,8
"1759","9C","mediumhigh",FALSE,3,3,2,4,2,10
"1760","QC","high",FALSE,2,2,1,3,2,7
"1761","5H","low",TRUE,3,1,1,3,2,6
"1762","4S","low",TRUE,3,2,1,4,4,10
"1763","3S","low",TRUE,2,1,0,4,4,8
"1764","4H","low",FALSE,1,0,-1,4,4,6
"1765","6H","mediumlow",FALSE,4,2,4,1,4,10
"1766","KH","veryhigh",FALSE,3,1,1,1,4,6
"1767","7H","mediumlow",FALSE,2,0,1,1,4,5
"1768","TH","high",FALSE,4,2,4,2,1,10
"1769","AH","veryhigh",FALSE,3,1,4,2,1,9
"1770","2D","low",TRUE,2,0,4,2,1,8
"1771","9S","mediumhigh",FALSE,4,4,3,1,3,10
"1772","AH","veryhigh",FALSE,1,3,2,0,2,6
"1773","4S","low",FALSE,3,2,2,0,2,5
"1774","6C","mediumlow",TRUE,5,6,0,2,1,10
"1775","AC","veryhigh",TRUE,3,5,-1,1,-1,5
