seed,winner,score1,score2,score3,score0,dealer,round1,round2,round3,round4,round5,round6,round7,round8,round9,round10,round11,round12,round13,round14,round15,round16,round17,round18,round19
20041,3,124,105,126,116,1,"[10, 16, 13, 0]","[0, 10, 0, 0]","[0, 0, 11, 0]","[12, 11, 0, 0]","[0, 11, 0, 0]","[0, 0, 13, 0]","[11, 0, 11, 11]","[10, 11, 0, 10]","[0, 10, 0, 11]","[11, 0, 10, 10]","[10, 0, 11, 11]","[10, 10, 11, 12]","[10, 11, 0, 10]","[10, 0, 10, 13]","[0, 0, 0, 0]","[10, 11, 0, 0]","[12, 0, 15, 11]","[0, 11, 0, 14]","[0, 12, 0, 13]"
20042,1,136,110,99,130,2,"[15, 13, 10, 0]","[0, 10, 0, 0]","[0, 12, 0, 10]","[10, 0, 0, 12]","[0, 0, 0, 10]","[12, 11, 12, 0]","[10, 0, 0, 0]","[0, 10, 10, 11]","[10, 10, 11, 0]","[10, 11, 10, 0]","[10, 10, 0, 10]","[11, 10, 0, 11]","[0, 0, 10, 11]","[10, 0, 12, 12]","[11, 12, 0, 0]","[11, 12, 13, 0]","[10, 0, 12, 12]","[0, 15, 0, 0]","[0, 0, 10, 0]"
20043,0,150,131,89,156,3,"[12, 13, 0, 0]","[11, 14, 12, 0]","[0, 0, 10, 13]","[0, 11, 11, 0]","[11, 0, 0, 0]","[0, 12, 10, 10]","[12, 0, 12, 10]","[10, 11, 0, 10]","[11, 10, 10, 0]","[10, 11, 10, 0]","[12, 10, 10, 0]","[11, 0, 10, 10]","[10, 0, 0, 0]","[0, 12, 12, 10]","[10, 11, 0, 13]","[11, 0, 0, 0]","[12, 10, 0, 0]","[13, 13, 12, 0]","[0, 12, 12, 13]"
20044,0,132,107,103,147,0,"[0, 0, 0, 14]","[15, 11, 0, 0]","[12, 0, 11, 13]","[12, 0, 11, 0]","[0, 10, 0, 13]","[14, 0, 11, 10]","[0, 0, 0, 11]","[11, 10, 10, 0]","[11, 10, 10, 0]","[0, 0, 10, 0]","[0, 12, 10, 10]","[11, 10, 10, 0]","[11, 10, 12, 0]","[0, 11, 0, 10]","[13, 11, 0, 10]","[11, 0, 0, 0]","[0, 11, 0, 0]","[13, 12, 12, 0]","[13, 14, 0, 12]"
20045,1,137,111,87,99,1,"[11, 11, 0, 0]","[10, 0, 0, 0]","[13, 0, 0, 0]","[0, 10, 0, 0]","[0, 0, 0, 0]","[0, 10, 10, 14]","[11, 11, 11, 0]","[0, 10, 13, 10]","[11, 10, 0, 10]","[10, 0, 11, 10]","[10, 11, 0, 11]","[10, 11, 10, 0]","[0, 0, 10, 11]","[0, 11, 13, 11]","[13, 10, 0, 0]","[0, 10, 11, 0]","[0, 0, 10, 0]","[0, 12, 12, 0]","[0, 10, 0, 10]"
20046,1,186,126,85,113,2,"[0, 17, 0, 11]","[0, 12, 14, 11]","[0, 0, 0, 0]","[11, 13, 11, 0]","[0, 10, 0, 0]","[10, 11, 0, 0]","[0, 10, 0, 0]","[0, 11, 11, 10]","[0, 10, 11, 10]","[10, 11, 0, 10]","[11, 10, 11, 0]","[12, 10, 10, 0]","[12, 10, 11, 0]","[12, 0, 13, 10]","[10, 13, 0, 12]","[0, 0, 11, 0]","[12, 11, 12, 0]","[0, 15, 11, 11]","[13, 12, 0, 0]"
20047,2,126,128,123,120,3,"[13, 13, 0, 0]","[16, 0, 10, 12]","[0, 13, 0, 0]","[0, 0, 0, 12]","[0, 0, 11, 10]","[0, 10, 10, 0]","[11, 10, 0, 13]","[0, 12, 0, 10]","[10, 11, 11, 0]","[0, 10, 10, 10]","[10, 11, 10, 0]","[10, 0, 10, 13]","[12, 0, 10, 10]","[12, 0, 11, 11]","[0, 12, 11, 0]","[13, 0, 0, 11]","[13, 0, 10, 0]","[0, 12, 0, 0]","[0, 12, 14, 11]"
20048,2,123,163,112,122,0,"[0, 11, 10, 0]","[0, 13, 13, 10]","[0, 0, 12, 12]","[11, 11, 0, 13]","[14, 10, 11, 0]","[10, 12, 11, 0]","[0, 0, 11, 0]","[11, 11, 0, 11]","[0, 0, 11, 0]","[0, 10, 11, 10]","[10, 11, 0, 10]","[0, 0, 0, 10]","[10, 0, 12, 10]","[0, 0, 11, 0]","[11, 11, 11, 0]","[12, 11, 0, 11]","[12, 12, 12, 0]","[11, 0, 12, 15]","[10, 0, 15, 0]"
20049,1,148,127,111,103,1,"[11, 15, 0, 13]","[0, 12, 14, 0]","[0, 10, 0, 11]","[0, 13, 11, 0]","[0, 13, 10, 12]","[0, 0, 11, 0]","[10, 0, 0, 12]","[0, 10, 12, 10]","[12, 10, 10, 0]","[10, 10, 0, 10]","[0, 0, 10, 10]","[0, 11, 0, 0]","[11, 10, 0, 10]","[12, 10, 11, 0]","[0, 11, 14, 10]","[10, 13, 13, 0]","[13, 0, 0, 0]","[14, 0, 11, 13]","[0, 0, 0, 0]"
20050,0,128,168,102,178,2,"[11, 0, 14, 0]","[11, 0, 12, 0]","[12, 11, 11, 0]","[11, 12, 13, 0]","[0, 12, 0, 0]","[11, 0, 11, 12]","[10, 0, 11, 11]","[0, 10, 10, 12]","[10, 0, 10, 11]","[11, 10, 0, 10]","[10, 11, 10, 11]","[10, 0, 10, 13]","[0, 13, 10, 11]","[11, 12, 11, 0]","[11, 0, 12, 11]","[14, 11, 11, 0]","[10, 14, 0, 0]","[13, 12, 12, 0]","[12, 0, 0, 0]"
20051,3,135,89,135,127,3,"[12, 0, 0, 0]","[0, 14, 10, 14]","[11, 12, 14, 0]","[0, 0, 0, 0]","[11, 0, 0, 12]","[12, 11, 0, 11]","[12, 11, 0, 10]","[0, 0, 0, 10]","[11, 11, 0, 10]","[10, 0, 10, 11]","[11, 10, 0, 11]","[0, 11, 10, 10]","[11, 10, 10, 0]","[0, 0, 11, 0]","[0, 10, 0, 0]","[15, 11, 0, 11]","[11, 12, 0, 12]","[0, 0, 11, 0]","[0, 12, 13, 13]"
20052,1,142,101,104,109,0,"[13, 12, 12, 0]","[10, 0, 12, 0]","[0, 11, 0, 13]","[11, 11, 15, 0]","[0, 0, 0, 11]","[0, 12, 0, 10]","[0, 13, 0, 10]","[0, 0, 0, 10]","[10, 11, 10, 0]","[10, 0, 10, 10]","[10, 0, 0, 10]","[0, 13, 10, 10]","[11, 10, 10, 0]","[11, 0, 10, 0]","[0, 13, 0, 10]","[0, 12, 12, 0]","[11, 12, 0, 0]","[0, 12, 0, 10]","[12, 0, 0, 0]"
20053,2,111,134,126,109,1,"[0, 12, 13, 13]","[0, 0, 0, 0]","[0, 12, 12, 12]","[13, 0, 12, 10]","[0, 11, 0, 0]","[10, 0, 0, 0]","[10, 0, 10, 10]","[0, 10, 11, 10]","[10, 10, 10, 0]","[10, 0, 10, 11]","[10, 12, 10, 10]","[10, 0, 0, 0]","[12, 0, 11, 10]","[0, 12, 10, 13]","[12, 10, 0, 11]","[0, 10, 0, 0]","[0, 12, 13, 0]","[0, 0, 12, 0]","[12, 0, 0, 16]"
20054,1,141,91,106,136,2,"[0, 14, 13, 11]","[13, 0, 0, 12]","[12, 0, 10, 12]","[0, 11, 13, 0]","[10, 0, 13, 0]","[12, 0, 0, 10]","[10, 12, 10, 0]","[0, 10, 11, 0]","[0, 10, 10, 10]","[11, 10, 0, 10]","[10, 10, 0, 11]","[12, 10, 0, 10]","[12, 11, 0, 10]","[0, 11, 0, 0]","[10, 0, 0, 0]","[0, 11, 0, 0]","[11, 10, 11, 0]","[13, 0, 0, 0]","[0, 11, 0, 10]"
20055,2,82,152,96,111,3,"[10, 0, 0, 0]","[0, 0, 12, 0]","[0, 0, 11, 0]","[0, 0, 0, 11]","[12, 12, 10, 0]","[0, 0, 11, 0]","[10, 12, 0, 10]","[0, 12, 10, 11]","[11, 10, 0, 10]","[0, 10, 10, 10]","[10, 0, 10, 10]","[10, 0, 0, 10]","[0, 0, 11, 0]","[13, 0, 11, 0]","[13, 11, 11, 0]","[12, 0, 11, 11]","[10, 0, 14, 13]","[0, 15, 10, 0]","[0, 0, 10, 0]"
20056,1,154,112,131,123,0,"[0, 0, 11, 0]","[11, 15, 0, 10]","[0, 11, 0, 0]","[0, 0, 14, 10]","[0, 10, 0, 0]","[11, 0, 0, 13]","[0, 13, 11, 10]","[10, 12, 10, 0]","[11, 10, 11, 0]","[0, 11, 10, 10]","[11, 11, 0, 10]","[10, 0, 0, 10]","[11, 12, 0, 10]","[0, 0, 12, 11]","[10, 0, 12, 0]","[13, 11, 0, 11]","[0, 12, 11, 14]","[14, 13, 10, 0]","[11, 13, 0, 12]"
20057,2,142,142,127,102,1,"[12, 0, 14, 12]","[13, 10, 13, 0]","[0, 10, 0, 0]","[0, 11, 12, 0]","[0, 12, 11, 11]","[0, 0, 0, 12]","[0, 10, 10, 13]","[10, 12, 10, 0]","[10, 10, 0, 11]","[10, 0, 10, 10]","[0, 10, 10, 10]","[0, 10, 0, 10]","[0, 0, 0, 0]","[0, 11, 0, 0]","[11, 12, 0, 0]","[13, 11, 11, 0]","[12, 0, 13, 13]","[11, 0, 12, 14]","[0, 13, 16, 11]"
20058,1,152,137,100,150,2,"[0, 0, 10, 0]","[0, 10, 11, 0]","[12, 0, 14, 10]","[11, 0, 11, 13]","[0, 0, 0, 10]","[10, 11, 0, 12]","[10, 10, 0, 13]","[10, 10, 0, 11]","[12, 0, 10, 10]","[10, 11, 0, 10]","[10, 11, 11, 0]","[0, 10, 11, 11]","[11, 11, 11, 0]","[10, 11, 13, 0]","[12, 10, 11, 0]","[10, 11, 0, 0]","[10, 11, 12, 0]","[12, 14, 12, 0]","[0, 11, 0, 0]"
20059,0,113,136,88,151,3,"[11, 0, 15, 0]","[13, 13, 12, 0]","[11, 14, 10, 0]","[10, 0, 0, 0]","[0, 11, 0, 13]","[0, 10, 12, 0]","[12, 0, 0, 0]","[0, 0, 10, 0]","[11, 10, 0, 10]","[10, 11, 10, 0]","[11, 0, 10, 11]","[10, 0, 11, 10]","[0, 12, 11, 10]","[11, 0, 10, 10]","[14, 10, 12, 0]","[0, 10, 0, 12]","[12, 12, 13, 0]","[0, 0, 0, 12]","[15, 0, 0, 0]"
20060,1,165,114,140,111,0,"[0, 16, 12, 10]","[11, 0, 12, 13]","[12, 10, 15, 0]","[11, 12, 0, 11]","[0, 12, 11, 10]","[12, 0, 0, 0]","[0, 14, 10, 0]","[11, 11, 0, 10]","[10, 11, 0, 10]","[0, 10, 10, 10]","[11, 10, 11, 10]","[10, 0, 0, 0]","[0, 10, 10, 10]","[0, 11, 0, 0]","[10, 0, 11, 12]","[0, 15, 0, 0]","[0, 13, 12, 12]","[0, 10, 0, 11]","[13, 0, 0, 11]"
20061,2,94,154,112,138,1,"[14, 11, 15, 0]","[11, 16, 11, 0]","[11, 11, 0, 12]","[0, 0, 12, 10]","[13, 0, 12, 11]","[11, 0, 12, 10]","[0, 0, 10, 11]","[10, 0, 10, 13]","[11, 11, 10, 0]","[10, 0, 10, 11]","[0, 10, 0, 0]","[10, 0, 0, 0]","[10, 0, 10, 0]","[12, 11, 11, 0]","[0, 0, 10, 0]","[0, 0, 11, 0]","[0, 13, 10, 12]","[0, 0, 0, 11]","[15, 11, 0, 11]"
20062,1,152,129,112,114,2,"[0, 0, 0, 11]","[0, 11, 0, 12]","[0, 11, 0, 0]","[12, 11, 12, 0]","[0, 14, 11, 10]","[0, 10, 0, 12]","[0, 11, 11, 0]","[0, 10, 11, 0]","[11, 10, 10, 11]","[10, 10, 0, 11]","[11, 10, 10, 0]","[10, 0, 0, 0]","[11, 10, 12, 0]","[0, 13, 11, 10]","[12, 11, 0, 12]","[0, 0, 12, 12]","[15, 10, 12, 0]","[12, 0, 0, 0]","[10, 0, 17, 11]"
20063,1,125,121,97,125,3,"[11, 13, 12, 0]","[10, 13, 0, 0]","[11, 0, 0, 0]","[0, 12, 13, 10]","[0, 11, 0, 0]","[0, 10, 11, 0]","[11, 0, 0, 0]","[0, 0, 0, 10]","[0, 10, 10, 10]","[10, 0, 10, 11]","[11, 11, 10, 0]","[11, 0, 11, 11]","[11, 10, 10, 0]","[14, 0, 11, 10]","[0, 0, 11, 0]","[0, 12, 12, 12]","[13, 10, 0, 13]","[12, 0, 0, 0]","[0, 13, 0, 10]"
20064,1,156,141,103,137,0,"[13, 12, 13, 0]","[0, 11, 12, 13]","[10, 0, 13, 0]","[10, 0, 0, 0]","[10, 12, 0, 0]","[12, 10, 0, 13]","[10, 10, 0, 12]","[10, 11, 0, 11]","[0, 10, 10, 10]","[0, 10, 10, 10]","[10, 10, 11, 11]","[10, 12, 10, 0]","[0, 0, 11, 0]","[0, 11, 0, 11]","[10, 0, 0, 0]","[10, 0, 12, 0]","[10, 14, 11, 0]","[0, 12, 13, 12]","[12, 11, 15, 0]"
20065,3,145,143,154,103,1,"[0, 13, 11, 0]","[0, 13, 0, 0]","[11, 13, 13, 11]","[12, 11, 0, 10]","[12, 0, 11, 12]","[0, 0, 12, 10]","[0, 0, 10, 0]","[11, 10, 0, 11]","[11, 0, 10, 11]","[10, 10, 0, 10]","[0, 10, 10, 11]","[10, 10, 0, 10]","[0, 10, 10, 0]","[0, 10, 12, 11]","[0, 0, 10, 11]","[0, 11, 10, 13]","[13, 12, 13, 10]","[13, 0, 11, 0]","[0, 12, 0, 13]"
20066,0,132,89,120,177,2,"[0, 0, 11, 0]","[11, 0, 0, 11]","[12, 10, 0, 0]","[12, 12, 0, 10]","[12, 0, 0, 11]","[11, 0, 11, 11]","[10, 10, 0, 12]","[10, 11, 10, 0]","[10, 10, 0, 10]","[10, 10, 0, 10]","[0, 10, 0, 0]","[10, 11, 11, 0]","[0, 12, 11, 10]","[12, 12, 10, 0]","[11, 11, 0, 0]","[12, 0, 13, 11]","[11, 13, 0, 13]","[12, 0, 12, 11]","[11, 0, 0, 0]"
20067,0,132,108,84,152,3,"[0, 11, 0, 0]","[13, 11, 0, 0]","[11, 12, 12, 0]","[0, 10, 10, 12]","[12, 12, 0, 11]","[0, 0, 0, 0]","[13, 10, 0, 10]","[0, 0, 11, 0]","[0, 11, 11, 10]","[11, 10, 10, 0]","[11, 11, 10, 10]","[11, 0, 11, 10]","[10, 0, 10, 0]","[11, 12, 11, 0]","[12, 10, 0, 0]","[12, 0, 12, 11]","[14, 0, 0, 10]","[0, 12, 0, 0]","[11, 0, 0, 0]"
20068,1,163,124,94,112,0,"[0, 13, 0, 0]","[12, 0, 0, 10]","[0, 12, 12, 0]","[11, 0, 13, 12]","[11, 10, 12, 0]","[13, 10, 0, 11]","[10, 11, 10, 0]","[0, 11, 11, 10]","[0, 11, 10, 10]","[0, 10, 10, 11]","[0, 10, 10, 10]","[11, 10, 0, 10]","[12, 10, 11, 0]","[11, 12, 0, 0]","[10, 0, 0, 0]","[0, 11, 0, 0]","[11, 0, 11, 0]","[0, 12, 14, 10]","[0, 10, 0, 0]"
20069,0,128,123,99,163,1,"[0, 11, 13, 12]","[15, 0, 0, 0]","[11, 0, 13, 11]","[12, 12, 0, 10]","[14, 10, 0, 0]","[0, 10, 0, 0]","[11, 12, 11, 0]","[0, 10, 10, 0]","[0, 11, 10, 10]","[11, 0, 10, 10]","[10, 11, 11, 10]","[10, 0, 10, 0]","[0, 10, 12, 10]","[10, 10, 0, 0]","[11, 0, 0, 0]","[13, 11, 10, 0]","[14, 0, 0, 13]","[11, 10, 0, 0]","[10, 0, 13, 13]"
20070,2,123,161,96,141,2,"[11, 0, 13, 0]","[11, 0, 14, 0]","[10, 0, 11, 0]","[0, 12, 0, 0]","[13, 10, 11, 0]","[11, 0, 12, 11]","[10, 0, 10, 11]","[0, 10, 11, 11]","[0, 10, 11, 10]","[10, 10, 0, 11]","[10, 0, 0, 0]","[0, 11, 10, 10]","[11, 13, 10, 0]","[11, 10, 13, 0]","[11, 13, 10, 0]","[0, 11, 13, 10]","[10, 0, 0, 0]","[12, 13, 0, 11]","[0, 0, 12, 11]"
20071,1,165,107,157,132,3,"[11, 14, 0, 0]","[11, 13, 0, 13]","[12, 11, 0, 15]","[0, 0, 11, 0]","[13, 12, 0, 10]","[10, 11, 0, 11]","[0, 0, 0, 10]","[10, 0, 0, 10]","[0, 10, 10, 11]","[0, 11, 10, 10]","[10, 0, 11, 10]","[10, 12, 10, 11]","[10, 11, 11, 0]","[11, 13, 10, 0]","[11, 10, 0, 11]","[0, 10, 12, 11]","[0, 15, 11, 10]","[13, 12, 11, 0]","[0, 0, 0, 14]"
20072,2,124,164,137,131,0,"[0, 0, 16, 0]","[12, 12, 0, 15]","[11, 0, 0, 0]","[11, 0, 12, 11]","[0, 0, 11, 0]","[11, 10, 0, 13]","[0, 11, 11, 11]","[10, 11, 12, 10]","[11, 10, 0, 10]","[10, 0, 10, 10]","[11, 10, 10, 0]","[10, 0, 13, 10]","[12, 0, 10, 11]","[0, 0, 11, 11]","[0, 13, 11, 12]","[0, 10, 13, 13]","[0, 10, 0, 0]","[10, 14, 11, 0]","[12, 13, 13, 0]"
20073,0,148,101,152,163,1,"[0, 14, 11, 13]","[12, 0, 0, 10]","[0, 11, 10, 0]","[12, 10, 0, 12]","[14, 10, 0, 10]","[12, 0, 10, 0]","[12, 0, 0, 10]","[10, 10, 0, 13]","[10, 10, 0, 10]","[10, 10, 0, 10]","[11, 10, 0, 11]","[11, 0, 11, 10]","[0, 11, 11, 10]","[13, 0, 11, 11]","[11, 12, 12, 0]","[12, 12, 0, 10]","[13, 12, 12, 0]","[0, 0, 13, 12]","[0, 16, 0, 0]"
20074,3,97,151,153,142,2,"[0, 0, 13, 0]","[0, 0, 16, 11]","[14, 0, 10, 10]","[0, 0, 12, 12]","[11, 0, 12, 12]","[12, 11, 0, 11]","[11, 0, 10, 13]","[10, 10, 0, 10]","[0, 11, 11, 10]","[11, 10, 0, 10]","[10, 0, 10, 11]","[12, 10, 11, 0]","[12, 12, 10, 0]","[0, 11, 0, 10]","[13, 10, 0, 10]","[0, 0, 11, 12]","[0, 12, 12, 0]","[14, 0, 13, 11]","[12, 0, 0, 0]"
20075,0,129,123,133,148,3,"[0, 12, 11, 16]","[11, 15, 0, 10]","[0, 12, 12, 11]","[0, 11, 0, 0]","[12, 11, 0, 12]","[11, 0, 13, 11]","[11, 0, 10, 0]","[12, 0, 11, 10]","[10, 0, 0, 0]","[0, 10, 10, 10]","[10, 0, 10, 11]","[10, 11, 11, 0]","[10, 0, 14, 10]","[10, 11, 0, 0]","[0, 0, 10, 11]","[12, 13, 11, 11]","[14, 11, 0, 10]","[0, 12, 0, 0]","[15, 0, 0, 0]"
20076,2,125,147,78,115,0,"[0, 10, 0, 0]","[11, 13, 0, 0]","[11, 12, 14, 0]","[11, 0, 12, 13]","[0, 0, 0, 0]","[10, 12, 10, 0]","[13, 0, 11, 10]","[0, 12, 10, 10]","[0, 10, 11, 11]","[0, 10, 10, 11]","[12, 0, 10, 10]","[10, 0, 0, 0]","[0, 0, 11, 0]","[0, 0, 11, 0]","[0, 0, 11, 13]","[12, 12, 0, 0]","[13, 10, 13, 0]","[12, 13, 13, 0]","[0, 11, 0, 0]"
20077,1,163,108,130,123,1,"[11, 12, 0, 0]","[10, 0, 10, 16]","[13, 14, 10, 0]","[10, 14, 12, 0]","[0, 12, 12, 10]","[11, 0, 0, 10]","[0, 10, 12, 12]","[10, 0, 0, 0]","[0, 12, 10, 10]","[0, 11, 10, 10]","[10, 11, 0, 11]","[10, 12, 10, 0]","[0, 10, 0, 0]","[12, 10, 0, 13]","[12, 11, 0, 0]","[14, 10, 11, 0]","[0, 0, 0, 14]","[0, 14, 11, 12]","[0, 0, 0, 12]"
20078,2,99,146,135,117,2,"[14, 0, 13, 11]","[0, 0, 0, 12]","[0, 12, 0, 0]","[0, 0, 10, 0]","[15, 0, 10, 11]","[0, 0, 11, 10]","[11, 0, 10, 13]","[0, 0, 10, 10]","[10, 0, 11, 10]","[11, 10, 0, 10]","[11, 10, 0, 0]","[0, 11, 10, 11]","[10, 0, 12, 0]","[11, 11, 0, 11]","[0, 10, 12, 0]","[13, 10, 12, 0]","[0, 0, 12, 12]","[0, 12, 13, 0]","[11, 13, 0, 14]"
20079,1,167,120,98,126,3,"[0, 11, 0, 12]","[14, 12, 0, 13]","[0, 0, 10, 0]","[0, 10, 0, 0]","[0, 12, 13, 11]","[0, 13, 10, 11]","[0, 0, 10, 10]","[11, 0, 11, 10]","[10, 10, 0, 0]","[10, 10, 11, 0]","[10, 10, 0, 10]","[11, 10, 0, 11]","[0, 11, 11, 10]","[11, 11, 0, 0]","[10, 11, 0, 0]","[15, 11, 10, 0]","[0, 0, 10, 0]","[12, 12, 12, 0]","[12, 13, 12, 0]"
20080,0,123,114,133,139,0,"[13, 0, 14, 13]","[14, 12, 0, 13]","[11, 0, 0, 0]","[12, 0, 13, 11]","[0, 12, 0, 0]","[0, 11, 0, 0]","[10, 0, 0, 11]","[10, 0, 12, 10]","[10, 0, 10, 10]","[0, 10, 10, 11]","[0, 10, 10, 11]","[11, 12, 0, 10]","[0, 11, 10, 13]","[12, 0, 12, 10]","[11, 11, 0, 0]","[12, 10, 0, 0]","[0, 10, 0, 0]","[0, 14, 11, 10]","[13, 0, 12, 0]"
20081,0,124,87,91,140,1,"[0, 13, 12, 0]","[14, 13, 0, 0]","[0, 0, 0, 12]","[11, 0, 11, 0]","[0, 13, 0, 0]","[10, 0, 0, 0]","[0, 11, 10, 12]","[10, 0, 0, 0]","[11, 10, 10, 0]","[11, 0, 10, 10]","[11, 10, 0, 11]","[10, 10, 0, 11]","[10, 0, 10, 0]","[10, 11, 12, 0]","[11, 11, 0, 12]","[11, 0, 12, 11]","[0, 12, 0, 0]","[10, 0, 0, 12]","[0, 10, 0, 0]"
20082,3,132,124,140,107,2,"[14, 0, 12, 12]","[12, 10, 0, 0]","[12, 13, 11, 0]","[13, 0, 13, 10]","[0, 11, 13, 10]","[11, 10, 11, 0]","[0, 11, 10, 0]","[0, 0, 10, 0]","[0, 10, 10, 10]","[10, 11, 0, 0]","[10, 10, 0, 12]","[0, 10, 10, 11]","[0, 10, 0, 10]","[0, 11, 0, 11]","[12, 0, 0, 10]","[0, 15, 0, 10]","[13, 0, 12, 11]","[0, 0, 0, 13]","[0, 0, 12, 10]"
20083,1,163,143,66,145,3,"[0, 0, 11, 11]","[12, 14, 10, 0]","[0, 13, 0, 11]","[13, 10, 12, 0]","[11, 0, 0, 0]","[0, 11, 0, 0]","[0, 11, 12, 10]","[11, 0, 10, 11]","[10, 10, 11, 0]","[10, 10, 10, 0]","[0, 10, 11, 10]","[11, 10, 11, 0]","[0, 11, 0, 0]","[10, 14, 10, 0]","[10, 10, 13, 0]","[13, 0, 11, 0]","[10, 13, 0, 13]","[10, 16, 11, 0]","[14, 0, 0, 0]"
20084,0,141,147,59,172,0,"[13, 12, 0, 12]","[14, 12, 13, 0]","[11, 0, 10, 0]","[11, 11, 0, 0]","[11, 11, 12, 0]","[10, 11, 0, 0]","[0, 10, 11, 12]","[10, 11, 11, 0]","[10, 11, 11, 0]","[0, 10, 11, 10]","[10, 10, 11, 0]","[10, 11, 0, 0]","[11, 11, 11, 0]","[0, 0, 0, 0]","[0, 0, 11, 0]","[15, 10, 10, 0]","[12, 0, 11, 13]","[12, 0, 14, 12]","[12, 0, 0, 0]"
20085,1,149,135,143,123,1,"[0, 0, 12, 12]","[0, 0, 11, 13]","[13, 0, 10, 12]","[11, 11, 0, 0]","[0, 12, 11, 10]","[0, 12, 0, 0]","[11, 11, 0, 11]","[0, 10, 11, 10]","[10, 11, 0, 10]","[10, 0, 10, 10]","[10, 0, 0, 0]","[0, 10, 11, 10]","[0, 11, 12, 11]","[11, 10, 0, 11]","[14, 0, 0, 11]","[10, 14, 10, 0]","[10, 13, 14, 0]","[13, 12, 10, 0]","[0, 12, 13, 12]"
20086,1,158,136,109,101,2,"[13, 0, 14, 0]","[0, 10, 0, 0]","[12, 0, 12, 0]","[11, 11, 12, 0]","[0, 11, 10, 13]","[12, 0, 13, 10]","[10, 0, 12, 10]","[0, 12, 10, 10]","[10, 10, 0, 10]","[10, 10, 0, 10]","[10, 10, 12, 0]","[0, 10, 10, 12]","[0, 13, 10, 0]","[0, 0, 0, 10]","[0, 10, 0, 12]","[0, 12, 11, 12]","[0, 10, 0, 0]","[0, 14, 0, 0]","[13, 15, 10, 0]"
20087,2,112,146,113,133,3,"[0, 0, 0, 14]","[11, 0, 0, 11]","[14, 13, 10, 0]","[12, 10, 11, 0]","[11, 0, 0, 0]","[0, 10, 14, 11]","[13, 0, 10, 11]","[10, 0, 10, 0]","[10, 0, 10, 11]","[11, 10, 10, 0]","[0, 0, 0, 10]","[10, 11, 0, 11]","[10, 10, 11, 0]","[0, 0, 11, 10]","[0, 12, 0, 0]","[10, 0, 12, 13]","[0, 12, 12, 11]","[11, 13, 13, 0]","[0, 11, 12, 0]"
20088,1,137,133,123,110,0,"[0, 10, 0, 15]","[11, 15, 0, 10]","[0, 0, 0, 0]","[0, 0, 12, 11]","[12, 11, 11, 0]","[10, 0, 12, 10]","[12, 0, 12, 10]","[0, 10, 0, 0]","[11, 10, 10, 11]","[10, 10, 11, 0]","[10, 11, 0, 11]","[10, 0, 10, 10]","[0, 11, 10, 12]","[0, 12, 0, 10]","[12, 11, 11, 0]","[12, 14, 10, 0]","[0, 0, 0, 13]","[0, 12, 11, 0]","[0, 0, 13, 0]"
20089,0,99,100,78,135,1,"[0, 12, 12, 13]","[0, 13, 12, 12]","[12, 12, 10, 0]","[11, 0, 0, 0]","[0, 0, 11, 0]","[10, 0, 0, 11]","[10, 10, 0, 0]","[0, 0, 0, 10]","[0, 0, 0, 10]","[10, 0, 10, 11]","[10, 10, 0, 11]","[10, 11, 0, 0]","[14, 10, 0, 0]","[11, 10, 13, 0]","[0, 0, 0, 0]","[0, 0, 10, 0]","[13, 11, 11, 0]","[11, 0, 11, 0]","[13, 0, 0, 0]"
20090,2,137,145,76,138,2,"[12, 0, 0, 0]","[11, 13, 11, 0]","[0, 15, 10, 12]","[0, 13, 0, 0]","[11, 0, 11, 0]","[12, 12, 11, 0]","[10, 0, 0, 0]","[0, 11, 11, 10]","[0, 0, 0, 10]","[10, 11, 0, 10]","[0, 10, 10, 10]","[11, 10, 11, 0]","[10, 11, 0, 0]","[0, 10, 11, 0]","[0, 0, 10, 0]","[13, 11, 11, 0]","[13, 0, 11, 12]","[14, 10, 11, 0]","[11, 0, 16, 12]"
20091,0,76,168,153,181,3,"[0, 0, 0, 10]","[11, 12, 0, 13]","[12, 0, 15, 11]","[12, 12, 11, 0]","[12, 0, 0, 11]","[11, 0, 13, 11]","[12, 10, 11, 0]","[0, 10, 0, 10]","[11, 10, 10, 11]","[11, 10, 10, 0]","[0, 0, 10, 10]","[10, 0, 12, 11]","[11, 0, 12, 11]","[12, 0, 12, 10]","[11, 0, 12, 13]","[10, 0, 12, 0]","[14, 0, 0, 11]","[10, 12, 13, 0]","[11, 0, 15, 10]"
20092,2,132,138,127,137,0,"[0, 0, 11, 0]","[10, 13, 0, 13]","[12, 13, 11, 0]","[0, 11, 12, 12]","[12, 10, 0, 0]","[11, 0, 0, 11]","[0, 10, 0, 0]","[11, 0, 10, 10]","[0, 0, 11, 10]","[0, 10, 11, 10]","[10, 0, 0, 0]","[0, 10, 13, 10]","[12, 11, 0, 11]","[10, 11, 13, 0]","[10, 0, 11, 14]","[12, 0, 13, 11]","[0, 12, 12, 0]","[13, 11, 0, 15]","[14, 10, 10, 0]"
